-114.7776046105,89.1029094828,1.34375886773341E-06,0
-127.972882229,135.999177632,-1.19945099186E-07,0
-137.635599071,151.999080882,-1.0763937297E-07,1
-145.703424706,99.3840144231,-4.8177980716E-08,1
-105.16941936,107.666015625,-6.30215936326E-06,0
-128.009535118,95.703125,8.74641273185E-07,0
-113.208762572,123.046875,-4.19363601623E-07,0
-120.439371156,92.28515625,-2.02733374977E-07,0
-140.970215377,151.999080882,7.22511249478E-05,1
-171.165286189,172.265625,2.87552484224E-06,1
-123.705650888,135.999177632,-4.87995386322E-08,0
-148.464481634,172.265625,0.0001684134,1
-74.0742589108,123.046875,-1.65730034496E-06,0
-146.379378899,129.19921875,-4.08718499045E-08,1
-97.3458610946,103.359375,-0.000000133,0
-131.090016454,107.666015625,0.0002291624,0
-64.30082905,143.5546875,-4.47237789558E-06,0
-113.774819212,107.666015625,-3.13264990837E-07,0
-149.87310917,151.999080882,-5.01292660715E-08,1
-104.968005551,103.359375,-4.01147168816E-08,0
-171.370913436,99.3840144231,-1.95317269913E-07,1
-89.2525181567,117.453835227,-4.65643346104E-08,0
-95.7240406277,123.046875,-4.80782489376E-07,0
-140.818099773,112.347146739,-0.000001899,1
-69.7158723346,107.666015625,-1.61617322192E-07,0
-148.909386585,161.499023438,7.65411168686E-05,1
-107.494771398,123.046875,-4.55736035576E-08,0
-135.134385982,172.265625,-1.80751976586E-06,1
-88.1542019567,151.999080882,-3.72308974761E-08,0
-127.275841584,161.499023438,-1.95990787688E-06,0
-81.5967546841,99.3840144231,-1.61286152434E-06,0
-108.855240322,107.666015625,-1.98654444006E-08,0
-127.014870276,107.666015625,-2.49196489222E-07,0
-121.997759999,89.1029094828,-3.53118707608E-08,0
-115.352422846,95.703125,-3.0415310448E-07,0
-116.598872852,151.999080882,-1.19237853369E-07,0
-144.503132637,103.359375,-2.06144568438E-06,1
-120.489605098,92.28515625,4.40349867858E-06,0
-132.475272597,123.046875,-9.54850278845E-08,0
-134.840578108,95.703125,-0.000000796,1
-131.929596531,123.046875,-2.49436027389E-07,0
-127.264655572,172.265625,-3.2453360177E-07,0
-143.171338718,103.359375,-5.32358853889E-07,1
-129.651609018,151.999080882,-3.39376633463E-08,0
-90.653008958,99.3840144231,-7.04901367499E-07,0
-133.584816506,92.28515625,-4.85892257984E-07,0
-140.855495417,135.999177632,1.79767557711E-05,1
-143.575150493,107.666015625,0.0001752141,1
-152.939188603,103.359375,4.61084482595E-06,1
-100.277872568,117.453835227,-1.52188204083E-06,0
-112.897973034,135.999177632,-2.69733368441E-06,0
-121.962452185,107.666015625,-2.61086086084E-07,0
-121.347898285,107.666015625,-1.48040408021E-06,0
-100.873288156,95.703125,-0.000001545,0
-145.273578749,172.265625,-2.29756707881E-07,1
-169.170453329,117.453835227,-3.50525453996E-07,1
-163.312951296,151.999080882,0.0003133314,1
-97.9330037926,89.1029094828,-6.34675458855E-08,0
-125.128754393,135.999177632,-2.41842684545E-07,0
-152.568893003,99.3840144231,0.000179612,1
-133.290225796,107.666015625,0.0001431463,0
-106.133227287,123.046875,-0.000000079,0
-132.337602874,107.666015625,-2.69400004527E-07,0
-51.0905742397,117.453835227,-6.69099506467E-07,0
-96.5308743618,172.265625,-1.89252307337E-06,0
-158.331335846,129.19921875,-9.27291594621E-08,1
-127.925692577,117.453835227,3.40756201922E-07,0
-77.7298669185,103.359375,-3.63438380191E-06,0
-183.875535086,112.347146739,-1.286893621E-06,1
-144.678876219,107.666015625,-2.23503050734E-07,1
-77.8779503443,143.5546875,2.90041884909E-06,0
-128.353319672,95.703125,0.0001675022,0
-105.453385134,112.347146739,-1.46506749843E-07,0
-116.819954986,89.1029094828,-9.65209920878E-08,0
-79.0952461751,112.347146739,-5.30505349161E-06,0
-117.158121166,80.7495117188,2.40266984974E-07,0
-135.966118534,99.3840144231,0.0001484444,1
-122.23430063,99.3840144231,-3.4563607187E-05,0
-179.810410272,123.046875,-2.22911836545E-07,1
-180.084797803,92.28515625,2.84710523601E-07,1
-129.540806231,99.3840144231,2.84263194317E-07,0
-111.697658572,112.347146739,8.62363378928E-07,0
-209.189602946,95.703125,-4.02075642114E-07,1
-95.9261247844,103.359375,-6.44271906936E-08,0
-117.66060108,95.703125,8.03599036203E-08,0
-124.740980925,123.046875,-1.31860549146E-08,0
-170.367554134,143.5546875,0.000000174,1
-195.706231754,172.265625,4.26992810389E-05,1
-105.173546189,92.28515625,-4.03773083235E-06,0
-144.744405606,95.703125,-0.0001672349,1
-98.9206327314,99.3840144231,0.0002454605,0
-151.866540637,143.5546875,-9.25527317008E-08,1
-165.542864346,89.1029094828,1.34609581437E-06,1
-136.781276109,117.453835227,-9.06109534071E-08,1
-143.366539038,89.1029094828,7.36106594559E-05,1
-98.1281075282,135.999177632,-2.59235803242E-05,0
-184.885762976,123.046875,-1.37341984896E-07,1
-136.720570504,112.347146739,-4.30600067602E-07,1
-140.521279095,92.28515625,2.5440764162E-08,1
-114.462084412,107.666015625,6.08353332154E-07,0
-163.283881742,135.999177632,-0.000000142,1
-84.3359599486,99.3840144231,4.84261545353E-05,0
-139.521402745,103.359375,-6.50085394227E-06,1
-108.82193842,129.19921875,-3.09836394763E-07,0
-109.790635021,95.703125,-2.5845208711E-06,0
-152.232411026,161.499023438,1.75489640242E-06,1
-84.2072306714,143.5546875,-7.84340682003E-06,0
-133.604143541,99.3840144231,4.75920700183E-07,0
-136.153111762,129.19921875,4.17044887513E-08,1
-96.4483935382,112.347146739,-1.10958012556E-06,0
-138.809127735,95.703125,2.01458460651E-05,1
-144.038160348,89.1029094828,7.50815306674E-05,1
-101.537985222,161.499023438,2.6618265565E-06,0
-132.98723903,151.999080882,-1.40457245834E-07,0
-114.609419188,112.347146739,4.29524021683E-07,0
-75.7268695439,95.703125,-0.000016731,0
-94.5262040453,112.347146739,-5.13396344104E-07,0
-78.5383217525,92.28515625,-0.000014556,0
-81.0179417449,143.5546875,-2.28909797784E-07,0
-177.381168919,86.1328125,-1.5740232584E-07,1
-88.4179240969,143.5546875,1.50744972416E-05,0
-114.391451575,112.347146739,1.21799857311E-07,0
-120.99552589,112.347146739,4.47124449465E-07,0
-162.597148278,123.046875,-0.000000149,1
-93.4318681868,143.5546875,-1.27029379655E-05,0
-107.577495874,89.1029094828,-9.12742416403E-06,0
-156.754104838,103.359375,-9.51543910332E-08,1
-150.938496928,129.19921875,1.45914227687E-05,1
-167.320793379,117.453835227,5.68933728573E-07,1
-84.2089113038,95.703125,-5.77905325372E-07,0
-109.911892745,143.5546875,1.07761716208E-05,0
-96.2990296002,92.28515625,-1.75261573077E-06,0
-133.882090943,129.19921875,-5.07266850036E-06,1
-31.8816141139,161.499023438,2.45264345722E-07,0
-108.917099493,99.3840144231,5.50378990738E-06,0
-75.5209229991,123.046875,-5.8820220147E-05,0
-114.789466737,112.347146739,-8.39090080262E-06,0
-96.3829488494,103.359375,8.14714837816E-07,0
-87.406730063,129.19921875,0.0002031591,0
