tempo,MFCC,harmonic_element,rating
-124.489951913,89.1029094828,-1.59390913268e-06,0
-118.85509496,99.3840144231,2.09047502722e-05,0
-185.785853476,117.453835227,-2.21747825435e-07,2
-140.521279095,92.28515625,2.5440764162e-08,2
-146.191377417,117.453835227,-1.14468673473e-06,2
-74.6175869229,99.3840144231,0.0039651869,0
-144.386121316,129.19921875,-2.59338798969e-06,2
-67.8661180391,161.499023438,-1.31076561161e-07,0
-190.461508007,103.359375,1.83414556432e-06,2
-101.188919728,99.3840144231,-6.82106474414e-05,0
-178.941876248,99.3840144231,0.0042103762,2
-173.805785641,143.5546875,-9.20894791534e-08,2
-126.62247715,99.3840144231,6.06e-07,0
-163.161637062,89.1029094828,-1.68356592667e-07,2
-161.25718825,129.19921875,6.67387922704e-08,2
-106.882304674,151.999080882,3.0302366838e-08,0
-61.9140908621,129.19921875,-7.54213658638e-07,0
-91.674085894,112.347146739,0.0007321084,0
-170.247568006,123.046875,0.0091044689,2
-168.331702494,103.359375,1.40132499382e-07,2
-85.3657027769,117.453835227,1.02140245417e-06,0
-130.487285279,99.3840144231,5.76388686113e-07,0
-136.142497356,95.703125,-2.72610918728e-07,2
-126.056517494,112.347146739,-2.09020889486e-08,0
-166.544208591,117.453835227,-3.65259779755e-07,2
-137.107895482,95.703125,2.76338914773e-06,2
-157.004273264,129.19921875,-1.07714993192e-06,2
-12.9915915785,151.999080882,-3.49507445208e-06,0
-149.517724264,95.703125,-4.04965021517e-06,2
-138.205058302,95.703125,-3.53717524604e-07,2
-109.497145172,123.046875,5.46634009879e-06,0
-118.732674482,89.1029094828,-1.29024629132e-05,0
-143.774251625,95.703125,-1.96534483621e-06,2
-164.335902811,103.359375,1.44862565321e-06,2
-57.8530417995,83.3543346774,-3.02833313981e-06,0
-128.549868683,99.3840144231,-8.02760860097e-06,0
-126.996551603,117.453835227,-1.28e-07,0
-144.353981527,103.359375,-1.03129132185e-05,2
-158.645785598,112.347146739,1.6803987819e-06,2
-97.4403186194,112.347146739,9.85866154224e-06,0
-149.578727626,95.703125,-4.99425641465e-06,2
-71.6035674966,103.359375,-2.93942975986e-05,0
-94.6209908732,117.453835227,-2.48115084034e-09,0
-66.8113567559,117.453835227,4.10842631027e-06,0
-138.062053325,151.999080882,-2.93356924885e-06,2
-154.363616197,117.453835227,-3.78e-07,2
-190.286575131,89.1029094828,5.13744726049e-06,2
-214.965238055,107.666015625,-5.73855452046e-09,2
-171.044917012,95.703125,7.54639643219e-07,2
-118.636665791,86.1328125,6.42718441668e-05,0
-129.549377655,129.19921875,1.48367098518e-06,0
-80.3302932579,95.703125,5.17672833666e-06,0
-109.015011466,95.703125,-4.4860445314e-07,0
-67.5332544143,123.046875,2.01141627798e-08,0
-88.8759459579,151.999080882,-1.01998375612e-05,0
-148.088608472,112.347146739,-1.05510457615e-06,2
-141.345452276,135.999177632,-3.99379314331e-05,2
-4.1385128777,123.046875,3.25132165635e-09,0
-133.625562192,103.359375,-1.76852313416e-06,2
-189.466561677,99.3840144231,5.37844222492e-08,2
-184.388479229,135.999177632,-3.30170746565e-06,2
-111.876666857,95.703125,-3.05109642795e-06,0
-83.0557053504,135.999177632,-3.70418121065e-07,0
-216.75694221,129.19921875,-2.83117884692e-07,2
-154.616196423,135.999177632,-9.96821114541e-08,2
-113.805357221,117.453835227,8.58610974319e-07,0
-133.772773361,135.999177632,-1.29366554802e-07,2
-146.108623497,103.359375,-3.96891573473e-06,2
-138.276579602,161.499023438,-4.03810560101e-07,2
-116.432470817,107.666015625,8e-09,0
-203.113787702,117.453835227,1.05810817885e-08,2
-116.560558884,103.359375,-1.34012645958e-06,0
-183.922035111,92.28515625,-1.0200006173e-08,2
-95.4002970394,117.453835227,1.48935496327e-05,0
-289.836759021,123.046875,-2.75038314612e-06,2
-160.929190356,135.999177632,-1.16129051264e-07,2
-168.907293859,92.28515625,-2.51766607562e-07,2
-90.8821206998,129.19921875,-2.89112222163e-06,0
-91.878540677,123.046875,1.90090744923e-07,0
-132.463302739,117.453835227,4.59e-07,2
-154.644880777,99.3840144231,-3.20278491017e-06,2
-119.828817001,117.453835227,-3.29857175529e-06,0
-87.448063536,135.999177632,5.57947605557e-05,0
-141.264022338,117.453835227,-8.21e-07,2
-109.993717551,129.19921875,-1.69240702235e-05,0
-72.3477915004,117.453835227,-5.18959586771e-06,0
-134.162497981,123.046875,2.88843096996e-07,2
16.8787850648,129.19921875,1.54905319505e-05,0
-135.268590174,117.453835227,1.87352350167e-06,2
-172.43714367,135.999177632,4.63320866118e-08,2
-130.583063357,151.999080882,2.68536496151e-06,0
-132.111106525,99.3840144231,-9.05929209694e-06,2
-108.209021958,99.3840144231,-0.015674388,0
-139.012277917,92.28515625,-6.89235093887e-07,2
-160.960083205,151.999080882,-2.43665709831e-07,2
9.6182031147,103.359375,-8.56257713622e-07,0
-85.4505160729,172.265625,-6.2033100221e-06,0
-111.201615448,89.1029094828,-1.50680511979e-06,0
-127.516186119,99.3840144231,-3.51597151393e-07,0
-55.6984642263,143.5546875,9.18535022265e-07,0
-178.192910173,143.5546875,-3.801e-06,2
-123.07777608,107.666015625,-4.58494753275e-08,0
-125.640914834,117.453835227,-2.529e-06,0
-93.6853161648,107.666015625,5.93731965637e-06,0
-134.550464113,117.453835227,4.82770992676e-05,2
-175.66293977,86.1328125,6.95822421903e-08,2
-249.213346181,161.499023438,-5.16076106294e-08,2
-119.884547855,161.499023438,-1.77333106421e-07,0
-187.77811239,89.1029094828,-0.0001187676,2
-175.378015024,143.5546875,-1.21168881151e-07,2
-156.055792859,117.453835227,-3.11306348522e-06,2
-391.288397316,117.453835227,-5.89343062529e-06,1
-216.480059793,143.5546875,-2.70905009536e-09,2
-165.247753495,172.265625,-1.205e-06,2
-62.9994767019,107.666015625,-0.0030918557,0
-170.362098546,112.347146739,-4.16291186411e-05,2
-95.3676206241,123.046875,1.39158892125e-05,0
-136.136315569,89.1029094828,-2.96127268484e-07,2
-137.321079502,107.666015625,-1.00515258339e-07,2
-15.712715362,117.453835227,-2.424700142e-06,0
-154.197909701,103.359375,-8.6894733613e-06,2
-137.273456145,95.703125,-1.00938777905e-05,2
-86.8444733549,135.999177632,-9.53420476435e-06,0
-134.678878313,161.499023438,-2.01025777642e-05,2
-167.027052069,112.347146739,-2.78537640952e-07,2
-107.634230737,117.453835227,0.0006935316,0
-115.541173287,135.999177632,-4.62321577288e-06,0
-121.026301578,86.1328125,8.85242400273e-07,0
-130.073029626,92.28515625,-1.54251029016e-06,0
-148.162771916,172.265625,-3.42634712069e-06,2
-96.123891222,129.19921875,-5.44908971278e-06,0
-185.978759983,172.265625,5.4830661611e-06,2
-149.841766319,107.666015625,-1.25090664937e-07,2
-137.04451726,161.499023438,-1.74051137947e-06,2
-107.919057819,117.453835227,-2.14831729295e-07,0
-97.3750821523,129.19921875,7.10947006155e-06,0
-114.294806688,92.28515625,-6.52817107039e-05,0
-197.413181474,135.999177632,1.49458560372e-06,2
-158.767694936,151.999080882,-3.76509802891e-07,2
-128.735026738,123.046875,1.77281421543e-07,0
-186.893991803,89.1029094828,-7.91189336269e-08,2
-174.087205661,117.453835227,-6.49329933822e-07,2
-148.753035188,103.359375,-4.05830405725e-06,2
-112.292315466,99.3840144231,-1.4187857289e-07,0
-166.161327162,123.046875,-2.02428855118e-05,2
-199.802112104,99.3840144231,-1.1485418554e-06,2
-81.1573881883,135.999177632,-5.57728071726e-07,0
-122.679492367,117.453835227,-2.37878375628e-05,0
-48.9167949717,135.999177632,9.48492743191e-06,0
-48.9734346099,112.347146739,-7.13957206244e-06,0
-97.1589815799,123.046875,5.96957033849e-06,0
-119.19885815,129.19921875,-3.00604796166e-07,0
-129.468615112,99.3840144231,-9.87283601717e-06,0
-141.658065475,95.703125,-6.73599629408e-08,2
-207.808185539,117.453835227,-8.79081744642e-06,2
-126.671164536,112.347146739,4.16112840185e-07,0
-198.65545098,117.453835227,-1.62242431543e-05,2
-203.527875074,112.347146739,-2.121e-06,2
-145.64613519,107.666015625,1.46113043229e-05,2
-147.447893883,161.499023438,-2.16609748804e-07,2
-157.781563408,103.359375,-2.96442544823e-06,2
-209.261973211,129.19921875,8.22186557343e-05,2
-130.853901441,129.19921875,-9.92342829704e-05,0
-183.775184412,172.265625,4.1435434639e-08,2
-142.506490168,123.046875,-2.7967502092e-07,2
-119.642656403,89.1029094828,5.7366346482e-06,0
-121.864558027,117.453835227,9.8013333627e-05,0
-155.439427711,99.3840144231,1.78840636522e-07,2
-237.814026189,95.703125,-2.17724842599e-08,2
-126.306696418,99.3840144231,-4.19617009584e-07,0
-141.152427691,129.19921875,-9.36381013616e-07,2
-108.967499367,99.3840144231,7.92835308516e-08,0
-331.018590646,117.453835227,-3.77748983738e-06,1
-109.034507013,135.999177632,-1.02592844087e-06,0
-134.33374252,107.666015625,-2.19549448843e-07,2
-136.303819762,103.359375,-8.37752835992e-08,2
-104.11300421,103.359375,-6.07511267958e-08,0
-92.1122505252,123.046875,-0.000598571,0
-175.996211278,117.453835227,-8.8e-08,2
-437.806427659,99.3840144231,-5.15039391757e-06,1
-167.17696502,161.499023438,-5.68652603761e-06,2
-133.119377833,129.19921875,-3.16457175131e-07,2
-250.442270696,117.453835227,-2.03948886224e-07,2
-199.462369068,95.703125,1.12455097678e-07,2
-58.0209691982,117.453835227,9.38031007536e-06,0
-194.441457745,135.999177632,-2.7691237392e-07,2
-147.341373083,143.5546875,-2.42967462327e-06,2
-140.220716452,172.265625,0.0001417348,2
-127.360492317,107.666015625,0.0126021104,0
-55.1299009531,143.5546875,5.08935670496e-07,0
-60.776383344,112.347146739,-3.21433262229e-08,0
-209.859067518,143.5546875,-3.08291774331e-08,2
-285.145222677,107.666015625,-3.03509909827e-06,2
-79.8871525819,123.046875,-1.38286659421e-05,0
-65.8346467639,143.5546875,-9.52537957346e-05,0
-175.549819458,92.28515625,-3.39415964845e-06,2
-105.559147114,103.359375,-3.95057622882e-06,0
-85.4108108334,89.1029094828,-2.15265441028e-08,0
-93.1473677476,161.499023438,-8.36657193304e-07,0
-97.881825889,92.28515625,1.6e-08,0
-87.9450624213,112.347146739,-1.96290521615e-08,0
-123.44868068,112.347146739,0.0001053679,0
-115.153435692,99.3840144231,4.8e-08,0
-252.601872738,161.499023438,0.000184956,2
-20.4997266098,123.046875,0.0007011635,0
-107.29293178,95.703125,-2.05225262562e-07,0
-86.4315766949,117.453835227,-3.0324454201e-06,0
-96.486479961,123.046875,-1.45373232954e-05,0
-110.940754331,117.453835227,6.41167616777e-06,0
-180.340283196,151.999080882,-3.35648202565e-08,2
-146.108837991,129.19921875,-5.73690840611e-07,2
-77.9991474772,107.666015625,-2.17475590034e-05,0
-53.9240172226,117.453835227,-0.0016459752,0
-147.18064086,161.499023438,1.48592710048e-06,2
-84.9299214023,117.453835227,-1.66087374964e-05,0
-91.4497333279,143.5546875,-5.11664097758e-08,0
-89.9079470617,129.19921875,-2.44896114054e-07,0
-157.069507253,103.359375,-3.2479e-05,2
-77.2054052688,123.046875,-4.07936431657e-06,0
-47.3607657869,103.359375,-7.50686594984e-05,0
-98.2155051683,129.19921875,-7.64821288612e-06,0
-101.415895203,129.19921875,-4.14638947177e-07,0
-136.828490301,89.1029094828,0.0002662258,2
-85.2935784394,117.453835227,-2.12837193203e-07,0
-136.682965138,172.265625,-2.58923705587e-06,2
-131.017699221,95.703125,-1.61729371939e-06,0
-237.670574278,99.3840144231,-3.36303465076e-08,2
-172.058164466,107.666015625,2.11268729799e-06,2
-152.051616567,129.19921875,-3.20475294302e-07,2
-172.558433943,89.1029094828,-3.17988428833e-06,2
-80.857115016,129.19921875,-8.1723430867e-07,0
-81.9411355575,95.703125,-8.93861624718e-07,0
-169.250095499,99.3840144231,-4.029e-06,2
-116.342497815,143.5546875,-0.0011047253,0
-153.7260959,129.19921875,3.13589043799e-05,2
-61.0250675111,143.5546875,-7.30117335479e-06,0
-135.913200298,129.19921875,-1.99053761207e-06,2
-135.279643162,123.046875,1.01555915535e-05,2
-156.189603291,99.3840144231,-0.0006180699,2
-153.686016813,89.1029094828,3.17884826018e-07,2
-141.0019404,129.19921875,3.52772502765e-07,2
-149.769974751,123.046875,-1.31478864205e-05,2
-54.6308735469,135.999177632,4.00971930503e-06,0
-164.808860887,135.999177632,3.43667294622e-09,2
-106.607594494,129.19921875,-1.27548958062e-06,0
-182.402202737,151.999080882,-1.64848739104e-08,2
-132.695525887,135.999177632,2.41414977609e-06,2
-84.7807852063,123.046875,-1.75217110154e-06,0
-119.036964492,89.1029094828,7.44209160075e-07,0
-145.096485607,117.453835227,9.53e-07,2
-124.740980925,123.046875,-1.31860549146e-08,0
-105.145092378,99.3840144231,-2.087869143e-05,0
-103.094620244,123.046875,1.01288867427e-06,0
-90.9973416064,99.3840144231,-9.97367578748e-07,0
-72.8577128086,135.999177632,2.94e-07,0
-122.409339849,99.3840144231,5.39473205663e-07,0
-141.773102809,112.347146739,-4.84636075271e-07,2
-118.550997021,99.3840144231,1.04707687854e-07,0
-6.9879691147,161.499023438,1.62013511726e-05,0
-124.759680539,103.359375,-2.58813406617e-06,0
-152.475232495,135.999177632,-3.98993798001e-08,2
-123.893439525,112.347146739,4.53659367849e-06,0
-99.6112306457,117.453835227,1.15788907351e-06,0
-127.337306414,99.3840144231,-5.36942525287e-06,0
-124.248579392,117.453835227,-1.17085482998e-05,0
-112.824016908,135.999177632,6.41881683805e-07,0
-193.84169834,92.28515625,5.62798741157e-05,2
-185.699688009,172.265625,-9.04809027702e-08,2
-54.7750478211,107.666015625,5.16437739861e-06,0
-85.8820196858,172.265625,-9.47130274653e-07,0
-183.529616919,151.999080882,7.59202521294e-05,2
-171.157679717,117.453835227,3.96907998947e-05,2
-136.065103232,135.999177632,-7.20567356893e-07,2
-133.585601245,107.666015625,-1.094505933e-06,2
-198.731362832,92.28515625,4.91467881147e-06,2
-147.077660567,92.28515625,-2.95831728181e-06,2
-58.9127667872,123.046875,-5.71476675759e-06,0
-113.835542566,103.359375,-8.21248477223e-07,0
-90.0480491093,95.703125,-1.23949934761e-08,0
-56.2219857628,135.999177632,-0.0045141936,0
-139.842019522,117.453835227,-3.11650774165e-06,2
-209.259361737,123.046875,-4.23093388235e-06,2
-157.370983042,161.499023438,3.1418319395e-06,2
-121.212728427,112.347146739,-1.4204107174e-05,0
-74.1467427565,99.3840144231,-4.74495909231e-09,0
-160.597440846,123.046875,-1.10197015601e-05,2
-137.921597503,172.265625,1.23457414247e-06,2
-204.009139413,143.5546875,7.2068502277e-07,2
-163.283881742,135.999177632,-1.42e-07,2
-143.507418278,143.5546875,-6.88380032443e-06,2
-132.651525434,107.666015625,-6.55910343994e-06,2
-165.017906555,92.28515625,-3.04e-07,2
-143.463914883,103.359375,-6.60350622184e-07,2
-161.348326511,107.666015625,7.6893422829e-07,2
-69.2860704629,117.453835227,-2.81546674863e-09,0
-81.8965666999,117.453835227,-6.48590230412e-07,0
-211.186615971,92.28515625,5.67398323881e-08,2
-242.414252601,143.5546875,-3.6541646864e-07,2
-104.726614156,123.046875,-0.0005136885,0
-117.065023507,135.999177632,3.2464981814e-06,0
-126.036633597,99.3840144231,0.0014122806,0
-95.290912636,117.453835227,-4.54100046454e-07,0
-157.926440307,95.703125,-6.96207871442e-06,2
-13.9722074754,112.347146739,-6.06303132145e-08,0
-174.587331757,117.453835227,4.45254755732e-07,2
-82.2752805095,129.19921875,-5.95877509113e-07,0
-132.707604916,83.3543346774,-6.17823303628e-08,2
-97.9330037926,89.1029094828,-6.34675458855e-08,0
-112.264295838,112.347146739,-4.16189732277e-06,0
-160.821623211,92.28515625,-2.94329970529e-06,2
-149.427023549,99.3840144231,6.01131489475e-07,2
-104.737839949,151.999080882,-3.165284852e-07,0
-53.349764385,143.5546875,1.55075474595e-06,0
-175.135328455,95.703125,-1.279e-06,2
-125.437651952,89.1029094828,-4.54055964383e-07,0
-57.976227086,112.347146739,-1.23534173326e-05,0
-134.633724544,92.28515625,3.92150013795e-07,2
-85.0033437219,99.3840144231,-4.91096216138e-07,0
-148.108862081,103.359375,1.06551840418e-06,2
