tempo,MFCC,harmonic_element,rating
-66.4629112286,129.19921875,1.4936408661e-05,0
-70.1453298861,95.703125,-0.0010960937,0
-133.886979891,135.999177632,-4.48e-07,2
-117.567023766,135.999177632,-1.29258751258e-06,0
-34.2555395774,143.5546875,-1.3e-07,0
-199.544703872,117.453835227,8.47462828801e-08,2
-236.723432811,117.453835227,-6.44e-07,2
-132.168920069,143.5546875,-2.26868746722e-06,2
-154.292560821,107.666015625,-4.04262834763e-07,2
-92.5994342459,89.1029094828,-1.93688611034e-05,0
-115.223917477,151.999080882,-8.89695115802e-07,0
-96.8518741032,107.666015625,2.56150167743e-09,0
-141.074814449,143.5546875,-6.34299681224e-07,2
-146.195041858,135.999177632,-3.77605573476e-07,2
-169.108022747,95.703125,3.45731132256e-06,2
-123.180449281,123.046875,-1.1765386887e-07,0
-131.86724536,99.3840144231,-4.87101985414e-08,2
-226.247633779,99.3840144231,-2.61007020441e-08,2
-110.678179519,123.046875,-1.06014465473e-06,0
-171.656327232,123.046875,3.13097217486e-07,2
-115.180649374,143.5546875,-1.04981916138e-06,0
-140.445651787,129.19921875,1.77872300355e-06,2
-128.982944786,103.359375,8.2e-08,0
-136.104139995,123.046875,1.94571293832e-05,2
-156.215019202,123.046875,-3.80778573117e-07,2
-147.332255417,135.999177632,-2.94228868825e-07,2
-176.379393114,99.3840144231,7.64414238574e-08,2
-93.091094956,123.046875,-1.57879114226e-07,0
-102.758633467,112.347146739,-4.953e-06,0
-97.5336298175,92.28515625,-3.4277454688e-05,0
-103.170894349,112.347146739,-9.78125047624e-09,0
-173.167373045,184.5703125,4.46240306928e-07,2
-198.506194534,99.3840144231,-1.53439980721e-08,2
-111.98030348,151.999080882,-4.8e-07,0
-190.679354012,103.359375,-9.93373419078e-07,2
-120.876764218,117.453835227,-1.62415144587e-05,0
-155.177594814,161.499023438,-2.13e-07,2
-109.589302868,129.19921875,1.58e-07,0
-122.367247429,123.046875,3.14460550044e-07,0
-131.673814326,95.703125,3.3918173159e-08,2
-175.706190959,143.5546875,-2.53411985796e-06,2
-194.239421786,117.453835227,5.19661455201e-07,2
-146.097390823,103.359375,6.12248129528e-07,2
-89.3900537357,135.999177632,-0.0004990895,0
-94.2185340984,151.999080882,4.03554076911e-05,0
-171.226045842,123.046875,1.421e-06,2
-113.40522855,143.5546875,-1.40468401355e-07,0
-104.699925246,112.347146739,-6.05246204941e-05,0
-203.293429377,112.347146739,-6.34258356058e-07,2
-243.992399871,117.453835227,-1.68406444345e-07,2
-110.129596201,103.359375,9.36712021939e-05,0
-138.97801858,161.499023438,-6.47722481517e-06,2
-104.673305939,129.19921875,-2.94378264698e-06,0
-129.517274616,135.999177632,-3.88419010733e-07,0
-87.9876826706,129.19921875,2.26461671637e-09,0
-98.1229031306,123.046875,-0.000108483,0
-180.853380979,129.19921875,2.74458466265e-06,2
-114.470798268,161.499023438,-9.38886444146e-08,0
-79.4179545415,107.666015625,-1.1195144225e-06,0
-98.2678651227,135.999177632,7.61853925724e-07,0
-139.474584593,117.453835227,-3.69621488971e-07,2
-92.7309598182,117.453835227,-4.19457410317e-06,0
-174.942798925,129.19921875,2.36625950834e-07,2
-159.40042713,129.19921875,-1.98075122171e-06,2
-147.957322523,95.703125,-2.78341158264e-05,2
-118.725537016,151.999080882,-1.046698344e-06,0
-99.1450290209,117.453835227,-5.63605635762e-06,0
-95.5367766921,172.265625,-2.66942734584e-08,0
-144.044780953,103.359375,3.39922792136e-07,2
-106.943302771,117.453835227,9.3e-07,0
-141.84646797,103.359375,-1.1522e-05,2
-78.769521324,172.265625,3.72430840798e-05,0
-106.019607959,129.19921875,-1.74438318936e-05,0
-151.946986586,117.453835227,-7.16119927802e-08,2
-166.720463729,135.999177632,2.32505257713e-07,2
-184.618492688,103.359375,-5.37214618817e-05,2
-150.802580207,107.666015625,-2.55946961261e-05,2
-188.274910869,117.453835227,1.50118489728e-06,2
-119.7746864,103.359375,-5.062e-06,0
-98.098082876,99.3840144231,-5.78683341246e-07,0
-171.776696597,103.359375,2.02322368636e-07,2
-59.0869015393,112.347146739,-2.26290861605e-08,0
-121.962452185,107.666015625,-2.61086086084e-07,0
-210.740894078,112.347146739,-2.60581998646e-07,2
-154.261891691,117.453835227,-3.48518653936e-07,2
-88.7045192609,123.046875,-0.0005599144,0
-96.8001738393,99.3840144231,1.9276234525e-05,0
-152.419306574,161.499023438,-4.1726e-05,2
-204.853468081,161.499023438,-1.2963e-05,2
-190.941815784,107.666015625,-2.34422032008e-06,2
-182.719210546,117.453835227,1.81661164333e-06,2
-122.358496176,95.703125,8.46487018862e-05,0
-59.8509595112,95.703125,-0.0011278151,0
-110.848113776,129.19921875,-2.08930615031e-07,0
-108.19888043,129.19921875,6.145e-06,0
-93.4848862512,143.5546875,-2.03990907721e-06,0
-208.575502028,143.5546875,-3.10967743644e-06,2
-143.362368242,89.1029094828,7.75793580488e-07,2
-187.853286915,112.347146739,-8.79773153883e-07,2
-224.94107417,92.28515625,-5.87714964695e-07,2
13.1534993888,161.499023438,1.50225605466e-05,0
-159.62718641,135.999177632,-9.96473045234e-06,2
-104.032445047,117.453835227,-2.43924375809e-07,0
-63.5275774795,112.347146739,0.0001314435,0
-177.343756875,123.046875,-2.19836422843e-07,2
-163.702221018,107.666015625,-9.79722153716e-06,2
-116.112164408,129.19921875,-7.62419722378e-06,0
-144.320290996,161.499023438,-2.04233060686e-07,2
-92.2475604982,135.999177632,-7.07181561665e-06,0
-153.161416563,143.5546875,8.11935620959e-08,2
-153.601261897,95.703125,-1.10846385724e-05,2
-97.40628523,129.19921875,-2.86e-07,0
-181.278406529,107.666015625,-1.33584990181e-06,2
-142.740021,129.19921875,-7.13275483122e-08,2
-160.703327281,135.999177632,-4.89481877253e-08,2
-97.6684043273,92.28515625,-1.59890169016e-06,0
-104.317723376,89.1029094828,3.83666467485e-08,0
-128.998967712,151.999080882,-6.36474112525e-07,0
-137.484116876,172.265625,-3.77235437554e-06,2
-70.6783881731,161.499023438,-0.0003057101,0
-147.068455173,95.703125,-0.0011281843,2
-184.746150128,95.703125,-1.25755661884e-06,2
-150.070137616,172.265625,2.20657329919e-06,2
-117.093889056,107.666015625,-4.97355870266e-07,0
-210.923243386,86.1328125,3.72746762878e-05,2
-183.520000011,129.19921875,6.54417959822e-08,2
-120.061630465,135.999177632,4.43343524239e-05,0
-125.401432015,143.5546875,2.70664368145e-05,0
-618.825042076,117.453835227,-2.88076876132e-06,1
-113.774819212,107.666015625,-3.13264990837e-07,0
-92.6859125649,143.5546875,-3.76543766833e-07,0
-193.929542053,151.999080882,-1.12724897861e-07,2
-6.6064738149,143.5546875,5.225e-06,0
-76.3990296214,129.19921875,0.000519803,0
-90.1935303925,129.19921875,0.002547852,0
-152.106483346,123.046875,-2.21043628699e-05,2
-90.0507233781,103.359375,0.0006491212,0
-160.279790279,143.5546875,-2.57275132753e-06,2
-93.1527540403,123.046875,-6.48520256163e-07,0
-79.489310828,103.359375,-3.02318712784e-05,0
-163.353099952,161.499023438,-6.05015202382e-06,2
-106.149052452,135.999177632,-8.56534967397e-08,0
-124.997705482,95.703125,-3.62637115359e-06,0
-156.583852324,112.347146739,-1.65980497968e-06,2
-92.114392022,117.453835227,-9.28780718823e-06,0
-130.083397581,103.359375,-7.75e-07,0
-145.472949389,107.666015625,-1.57587476224e-06,2
-63.2053161736,129.19921875,-0.0008234546,0
-116.792729737,135.999177632,-1.53136295467e-06,0
-83.2335308344,95.703125,-0.0001938034,0
-67.1113872399,103.359375,-2.11848487197e-06,0
-113.4397492,129.19921875,-9.24466894503e-06,0
-127.108308524,89.1029094828,-9.16840872378e-06,0
-112.551455265,99.3840144231,-1.64881100773e-06,0
-56.6501333186,143.5546875,1.69665597127e-07,0
-105.049486801,123.046875,5.003e-06,0
-133.974415114,92.28515625,-8.51860841067e-06,2
-82.711351737,107.666015625,-5.26228950548e-06,0
-80.6776542216,107.666015625,0.0004118257,0
-212.204870292,135.999177632,-1.79781878273e-07,2
-117.550854194,123.046875,-6.148e-06,0
-206.840905202,112.347146739,-1.63069003634e-07,2
-142.472193952,92.28515625,-3.05583000682e-07,2
-178.319408458,129.19921875,-1.06670859168e-05,2
3.5574399222,135.999177632,7.1523e-05,0
-131.067569718,129.19921875,8.81986397872e-06,0
-248.599497643,103.359375,-1.113e-06,2
-510.933898724,107.666015625,-2.05887113225e-06,1
-127.018760668,89.1029094828,-4.794e-05,0
-21.1269911016,117.453835227,0.0001770005,0
-128.631596387,151.999080882,-5.48957586943e-06,0
-113.227379607,107.666015625,6.47585766274e-05,0
-65.0061622133,129.19921875,1.69221784745e-05,0
-121.263963066,112.347146739,5.76817342335e-07,0
-84.9725037741,117.453835227,1.68195329024e-05,0
-185.613722468,129.19921875,2.73530190498e-06,2
-138.108204254,99.3840144231,1.13692738068e-06,2
-19.0103675646,103.359375,-0.0006401937,0
-140.970215377,151.999080882,7.22511249478e-05,2
-197.894859964,123.046875,-5.16499198966e-07,2
-107.415003428,117.453835227,5.31733803655e-08,0
-134.699944779,135.999177632,5.32164312617e-09,2
-216.696734119,112.347146739,2.256814291e-08,2
-145.276201264,95.703125,-9.97954339255e-06,2
-142.620394359,135.999177632,-6.46963462714e-06,2
-165.791801844,89.1029094828,-1.00924330582e-06,2
-154.562751471,117.453835227,-3.09516690322e-06,2
-87.7546643577,135.999177632,-8.61080570758e-06,0
-127.361612633,112.347146739,-0.0013533428,0
-140.773192643,143.5546875,-9.94109043972e-08,2
-145.273578749,172.265625,-2.29756707881e-07,2
-142.344842385,161.499023438,1.92403334154e-07,2
-152.232411026,161.499023438,1.75489640242e-06,2
-123.928696204,117.453835227,-1.04005221147e-06,0
-232.392370984,89.1029094828,-3.30255886638e-07,2
-109.104522351,117.453835227,0.0001541635,0
-106.700504297,172.265625,-8.87992882781e-06,0
-111.982476374,123.046875,-2.40852459683e-05,0
-113.653838442,99.3840144231,-6.53345432511e-06,0
-14.8980015251,129.19921875,0.0001113506,0
-76.6030432657,135.999177632,1.6429240759e-06,0
-34.9586138543,123.046875,5.44041040484e-06,0
-179.082483104,172.265625,-2.30251117728e-07,2
-93.2245669361,172.265625,0.0039645797,0
-78.3639408469,107.666015625,-6.34007847111e-06,0
-150.028333091,135.999177632,1.27483338019e-06,2
-115.820342944,129.19921875,0.0003644405,0
-69.051916327,135.999177632,2.50349489761e-06,0
-141.283848394,99.3840144231,-5.52952542421e-06,2
-92.8071839275,112.347146739,9.73072892521e-05,0
-103.043904534,143.5546875,-1.03231434423e-06,0
-119.851322393,117.453835227,3.7259e-05,0
-175.677170171,117.453835227,-1.87897697401e-07,2
-67.6166779265,161.499023438,-1.05678918771e-06,0
-202.12115179,151.999080882,-8.58957918126e-08,2
-127.323544746,112.347146739,-9.88065721685e-07,0
-84.0132368274,103.359375,5.00564674155e-08,0
-76.4420853699,103.359375,-0.0020358397,0
-112.726477122,135.999177632,0.000123152,0
-156.103847955,151.999080882,-4.0653162614e-07,2
-140.298429703,161.499023438,-3.25132168655e-06,2
-101.523238882,117.453835227,-1.606e-06,0
-136.196752748,151.999080882,-9.74140402832e-06,2
11.5299497752,135.999177632,-1.09229779355e-06,0
-105.91139565,112.347146739,-1.78594314093e-06,0
-90.3282939967,92.28515625,-2.662e-06,0
-151.456400467,112.347146739,2.50410721492e-06,2
-580.470275241,151.999080882,-4.53146594737e-06,1
-105.517549723,103.359375,-6.35630286183e-08,0
-128.623962511,103.359375,-8.48e-07,0
-64.4058512006,92.28515625,-1.97970848603e-06,0
-68.0543980043,123.046875,7.23761615973e-07,0
-134.220550247,89.1029094828,-3.44414638676e-06,2
-100.500294543,99.3840144231,-2.3131e-05,0
-79.9353291433,135.999177632,-1.04574291981e-06,0
-175.454665876,135.999177632,3.39132529916e-05,2
-211.805592327,143.5546875,2.00635004148e-05,2
-68.0889367795,112.347146739,6.65701008984e-07,0
-135.453917011,103.359375,-3.30861166731e-06,2
-181.044286179,95.703125,4.32646229456e-05,2
-178.947876419,92.28515625,-3.27514939613e-08,2
-134.995109048,112.347146739,7.1905628829e-07,2
-130.270954759,99.3840144231,-1.09001921373e-05,0
-160.115762609,99.3840144231,-1.33552266561e-05,2
-50.3240125395,95.703125,-2.99808220916e-07,0
-97.1216589972,92.28515625,-6.52350877317e-07,0
-91.866147467,95.703125,-3.38312893291e-05,0
-127.137720969,151.999080882,1.28757471884e-06,0
-96.8187739741,117.453835227,-1.85415701708e-05,0
-153.253417816,117.453835227,1.2204181985e-06,2
-152.991102318,135.999177632,-1.51429475181e-07,2
-91.5241626155,99.3840144231,0.0024076626,0
-107.274967944,129.19921875,4.38047864009e-05,0
-184.885762976,123.046875,-1.37341984896e-07,2
-107.314021019,135.999177632,2.8637728974e-05,0
-175.273456049,129.19921875,0.0018631908,2
-185.773046574,123.046875,0.000273666,2
-123.17119089,112.347146739,-1.06388625909e-07,0
-166.34162231,99.3840144231,1.64680400871e-07,2
-187.044433087,89.1029094828,-5.55341159725e-08,2
-97.9038540831,95.703125,-6.01285989887e-07,0
-169.437752024,107.666015625,-1.16930571892e-07,2
-4.5145829511,143.5546875,1.08883705252e-05,0
-99.4430511393,107.666015625,-1.90119095578e-07,0
-94.3297108287,123.046875,-8.82302458649e-07,0
-113.939833467,117.453835227,0.0001338709,0
-119.715729323,107.666015625,-1.46178854266e-05,0
-85.0651921794,123.046875,4.09677880953e-07,0
-123.1911321,117.453835227,-1.72219088768e-07,0
-123.859508651,92.28515625,-1.36981107062e-05,0
-162.286887362,112.347146739,6.58507758544e-07,2
-157.073554438,161.499023438,-3.99565806219e-06,2
-184.959066993,95.703125,-3.67829079551e-06,2
-93.4608901887,107.666015625,-2.04841128948e-07,0
-150.122795065,95.703125,0.0040961341,2
-66.8295062486,112.347146739,-2.4524086939e-07,0
-121.574863973,117.453835227,-5.04890113007e-06,0
-124.191723719,117.453835227,-3.5838283452e-07,0
-158.164604522,161.499023438,4.2328483687e-06,2
-203.920682238,117.453835227,3.79636476282e-05,2
-221.125641148,151.999080882,7.87962344475e-05,2
-75.7423705781,135.999177632,-9.57505790211e-07,0
-194.377931087,123.046875,-6.07145693721e-07,2
-105.36552539,95.703125,-3.39706446084e-07,0
-96.0978253783,123.046875,3.25557675751e-06,0
-56.3889234148,143.5546875,-2.26406132242e-06,0
-88.8716362559,129.19921875,-3.95436870804e-07,0
-151.786646682,172.265625,1.09428071937e-06,2
-127.909038073,89.1029094828,1.27886423229e-07,0
-172.170031232,112.347146739,-4.05731088904e-06,2
-95.555217918,135.999177632,-6.08888003626e-05,0
-116.80554481,143.5546875,-5.29777366864e-07,0
-28.303876361,143.5546875,0.0001021095,0
-103.470833635,123.046875,-2.97e-06,0
-115.037551894,95.703125,-3.934e-06,0
-132.945160039,151.999080882,2.56206189597e-09,2
-128.448262411,135.999177632,1.6173187305e-06,0
-168.940867835,135.999177632,-7.16529302736e-06,2
-166.407547178,117.453835227,-3.24237335008e-05,2
-124.484130781,135.999177632,-1.14543297514e-06,0
-147.030105526,99.3840144231,-2.65601016736e-07,2
-89.7489516507,107.666015625,-3.05166031467e-05,0
-87.4523342338,135.999177632,-4.39176552902e-08,0
-98.4646910024,123.046875,-1.48962735693e-05,0
-118.557947902,161.499023438,8.1631e-05,0
-268.58729105,129.19921875,-1.99083643793e-07,2
-46.693555686,161.499023438,0.0010756454,0
-95.1858545341,80.7495117188,6.22818333795e-07,0
-69.0693941321,143.5546875,-4.62694885073e-07,0
-111.141920397,112.347146739,-1.30740298587e-08,0
-128.21435418,95.703125,1.16857236208e-05,0
-100.757798189,151.999080882,0.0040681493,0
-157.9457472,129.19921875,9.58358505159e-05,2
-32.4170818615,107.666015625,-1.00407646642e-06,0
-66.350471578,129.19921875,2.26066404707e-07,0
-156.408404567,99.3840144231,4.26340811828e-05,2
-86.9017532814,129.19921875,-0.0010561754,0
-139.592883167,89.1029094828,0.0017961082,2
-152.711736254,129.19921875,-9.56589701673e-06,2
-163.450517532,117.453835227,-1.84425255156e-06,2
-74.4296084839,95.703125,0.0002432396,0
-82.3551473618,143.5546875,6.16e-07,0
-144.153260147,112.347146739,-2.9535590329e-06,2
-178.28891633,161.499023438,-8.33661761135e-06,2
-125.053672937,151.999080882,-3.06196810129e-08,0
-52.8417814845,117.453835227,0.0002060985,0
-144.126654677,123.046875,-6.86622570356e-07,2
-227.600792386,172.265625,0.0001527756,2
-111.413458371,129.19921875,6.62646607452e-06,0
-112.423468756,129.19921875,-1.0681707181e-06,0
-166.240781492,143.5546875,-6.40071164071e-07,2
-171.544024294,129.19921875,-2.34575895774e-06,2
-86.0140360834,95.703125,-3.29745512317e-06,0
-92.5623047065,135.999177632,-2.65214953288e-06,0
-109.389723562,123.046875,-4.08291413123e-07,0
-151.828699496,99.3840144231,-3.043e-06,2
-166.06513902,117.453835227,-2.45262214094e-07,2
-109.843663182,112.347146739,1.63637054129e-07,0
-115.546855455,117.453835227,-0.0008927758,0
-127.206986505,161.499023438,-1.17976185265e-06,0
-4.6504970708,143.5546875,2.70650168943e-08,0
-166.735495726,123.046875,2.79626351585e-06,2
-116.680506492,112.347146739,2.09097734682e-07,0
-132.439515069,123.046875,-1.03284047981e-08,2
-155.697927557,92.28515625,-2.08308892979e-06,2
-185.868159564,151.999080882,-4.03931295523e-07,2
-150.633180999,99.3840144231,1.36745766213e-05,2
-83.7887500169,135.999177632,0.0002009046,0
-135.401767514,123.046875,5.08742277816e-06,2
-95.1751808581,123.046875,2.99324398156e-07,0
-185.12368464,161.499023438,-3.71223563889e-06,2
-83.371994652,103.359375,4.07542902394e-05,0
-94.4979062647,151.999080882,3.0758445746e-07,0
-152.757354475,92.28515625,-3.17507419823e-06,2
-115.554218901,172.265625,-3.74273810166e-07,0
-158.205058236,112.347146739,9.80594722932e-06,2
-110.247650839,129.19921875,-1.57136980761e-07,0
-130.595803583,112.347146739,0.0001295289,0
-93.36743673,107.666015625,3.72319171049e-08,0
-105.533660691,143.5546875,-2.44131712179e-07,0
-114.648325143,129.19921875,-9.27438605913e-08,0
-131.47238426,99.3840144231,1.52335445591e-07,2
-59.0976430915,161.499023438,-9.78717025646e-07,0
-186.39748454,99.3840144231,-1.63658754104e-07,2
-138.12146008,92.28515625,1.51661776471e-08,2
-84.3964461909,161.499023438,3.51746720639e-08,0
-122.543513446,117.453835227,-2.54057977145e-06,0
-203.198334735,123.046875,-3.6948662796e-07,2
-143.242272872,123.046875,-0.0005170465,2
-75.6809203679,107.666015625,0.0001233681,0
-111.168366499,151.999080882,-4.44808677003e-07,0
-140.737449115,95.703125,-1.49611469169e-05,2
-101.398064739,172.265625,-1.411e-06,0
-113.629947027,135.999177632,-6.52826656733e-06,0
-8.9749125973,135.999177632,7.29125844146e-08,0
28.9421628836,112.347146739,0.0006352589,0
-198.120398339,117.453835227,-1.47234358039e-08,2
-144.979570629,107.666015625,8.67333312726e-07,2
-147.598634654,129.19921875,5.8207514364e-09,2
-136.376091881,161.499023438,1.76830817509e-05,2
-192.828724021,99.3840144231,3.92103878255e-08,2
-86.090769832,129.19921875,-5.08891298523e-06,0
-134.840578108,95.703125,-7.96e-07,2
-173.45325906,143.5546875,-5.33959064342e-06,2
-169.394032331,129.19921875,-8.47065962262e-07,2
-123.365320506,161.499023438,4.11993887894e-08,0
-94.7503965327,129.19921875,5.49343167222e-06,0
-187.328134015,99.3840144231,5.4475088973e-07,2
-142.690241078,117.453835227,8.2e-07,2
-73.3645003162,117.453835227,-2.60051052692e-07,0
-180.748855592,143.5546875,6.92818616699e-07,2
-108.316463908,129.19921875,-1.71721658262e-05,0
-150.706205034,143.5546875,1.55358073073e-08,2
-246.365041635,161.499023438,-6.9685154358e-07,2
-158.136288286,95.703125,-5.10306790602e-06,2
-576.034329179,123.046875,-4.29806533475e-07,1
-218.126985486,95.703125,5.7241308582e-08,2
-124.79042016,86.1328125,8.60329180341e-07,0
-139.73696038,99.3840144231,4.35416552591e-07,2
-119.709634273,161.499023438,-3.2365539937e-06,0
-146.982284166,95.703125,-7.49549656121e-07,2
-89.64780366,117.453835227,-1.39992098411e-05,0
-106.991167706,112.347146739,-1.77e-06,0
-157.653487037,89.1029094828,-3.13740838465e-06,2
-122.698929961,129.19921875,0.0002936288,0
-68.7785053989,112.347146739,3.25368461063e-08,0
-134.547738808,95.703125,-2.68474377663e-06,2
-189.622693299,107.666015625,-1.49414077555e-07,2
-61.1243633517,103.359375,6.87373926667e-07,0
-108.856428608,103.359375,0.0001161559,0
-128.037512076,161.499023438,4.99541602039e-06,0
-169.636092369,89.1029094828,-1.33622534122e-05,2
-113.836508815,129.19921875,4.50767345228e-07,0
-134.588404917,99.3840144231,-7.25e-07,2
-123.398342964,123.046875,1.44861940043e-06,0
-185.738172942,135.999177632,6.67324347887e-05,2
-86.7006254666,89.1029094828,0.0001035556,0
-101.389144077,129.19921875,3.61845486623e-05,0
-140.585509851,99.3840144231,7.3e-08,2
-150.517030575,89.1029094828,-9.23116871832e-08,2
-150.486754677,99.3840144231,-3.8268899516e-07,2
-120.471052462,99.3840144231,-6.74009288559e-06,0
-84.7908411888,99.3840144231,-3.35226322932e-05,0
-170.54042378,123.046875,5.93726872467e-06,2
-120.01606983,172.265625,-6.2e-06,0
-49.5371023243,112.347146739,-0.0001809161,0
-61.6362813063,99.3840144231,4.70063832836e-06,0
-141.096641217,103.359375,-5.54943028419e-07,2
-113.183754766,99.3840144231,-4.11663933164e-07,0
-149.541958065,86.1328125,-0.0170614608,2
-86.2857239831,112.347146739,-6.53616822888e-08,0
-209.512859126,99.3840144231,-7.23420862414e-06,2
-176.334290504,107.666015625,-1.6271782215e-06,2
-98.8723635563,107.666015625,-4.52282279184e-07,0
-101.907962651,117.453835227,9.07244725568e-07,0
-134.415227624,117.453835227,1.0682556173e-08,2
-114.609419188,112.347146739,4.29524021683e-07,0
-111.46203331,117.453835227,6.13379540937e-07,0
-120.781982902,161.499023438,-2.0211309959e-07,0
-88.7808349177,123.046875,-3.705e-06,0
-167.794724879,103.359375,1.97e-07,2
-117.458857458,112.347146739,-5.82171423957e-06,0
-82.6320667488,135.999177632,0.0001761434,0
-68.4818582673,123.046875,1.58614767543e-07,0
-557.911485933,95.703125,-9.56816052167e-07,1
-63.2050812967,99.3840144231,-0.0007664945,0
-144.933262859,107.666015625,-1.8169379473e-05,2
-152.378364774,123.046875,1.15483146601e-06,2
-153.951303683,123.046875,-5.04523586642e-06,2
-106.980059119,117.453835227,-2.26530744385e-07,0
-156.348195936,92.28515625,-8.74344914337e-06,2
-77.8400706731,129.19921875,-1.01406283193e-06,0
-98.0648185966,172.265625,1.74349104043e-08,0
-203.430219458,112.347146739,-6.18050933099e-07,2
-135.69934499,95.703125,-2.08e-07,2
-277.547570796,117.453835227,-8.27820531413e-06,2
-108.116747614,117.453835227,1.33924217494e-07,0
-568.996328476,143.5546875,-4.74467213962e-07,1
-120.322646774,129.19921875,3.55506585947e-06,0
-110.06653807,123.046875,-6.63718466853e-08,0
-141.587219175,143.5546875,-5.08849598191e-06,2
-68.5489795133,107.666015625,-4.79603045278e-07,0
-200.804450136,103.359375,-1.74451315615e-07,2
-135.116654772,103.359375,2e-09,2
-104.479126748,151.999080882,-2.06639424505e-06,0
-147.788475748,117.453835227,-1.48142335092e-05,2
-41.390672614,86.1328125,3.51643734575e-07,0
-137.787107022,99.3840144231,-9.71317786025e-06,2
-195.503049973,151.999080882,-0.0005744307,2
-162.034769837,129.19921875,-2.63e-07,2
-82.8592482856,99.3840144231,1.50716587655e-07,0
0.3910784799,117.453835227,0.0003379465,0
-181.683332213,99.3840144231,0.0003505512,2
-221.148335106,151.999080882,6.6158025902e-07,2
-164.3854882,143.5546875,6.57360506011e-05,2
-54.1972888644,112.347146739,1.463e-06,0
-104.799480172,172.265625,-3.15690090247e-06,0
-121.338509568,117.453835227,-2.07639732253e-06,0
-120.045057134,107.666015625,-6.59485124288e-07,0
-225.062427887,112.347146739,9.36e-07,2
-124.042909871,123.046875,-3.11081817017e-06,0
-183.899440169,161.499023438,-2.87435159407e-05,2
-80.230402511,143.5546875,-1.777222991e-07,0
-87.0265109852,103.359375,7.54671327741e-06,0
-145.547787876,112.347146739,3.12877205033e-06,2
-172.092636242,103.359375,-8e-09,2
-395.124411858,99.3840144231,-2.08760548048e-06,1
-226.986752012,135.999177632,1.084617125e-07,2
-75.767045255,99.3840144231,0.0013315824,0
-97.9317280343,103.359375,-1.17069021144e-06,0
-271.024629648,129.19921875,-1.28053883941e-07,2
-156.793079633,107.666015625,-1.03534557638e-06,2
-115.247753864,99.3840144231,-4.24382307074e-07,0
-109.921056456,129.19921875,3.94103444705e-05,0
-158.237493383,95.703125,2.84182556243e-06,2
-144.807589971,103.359375,2.7585926432e-08,2
-84.3359599486,99.3840144231,4.84261545353e-05,0
-142.062470909,123.046875,-8.67719265329e-08,2
-147.590429431,107.666015625,-2.79715351326e-07,2
-163.528229409,117.453835227,-1.6e-08,2
-54.7700833502,107.666015625,6.29190367363e-07,0
-166.293089256,92.28515625,-9.5158e-05,2
-115.877973978,89.1029094828,-8.33696446989e-07,0
-159.138396888,172.265625,-3.43120319712e-07,2
-162.678693047,95.703125,-1.13682006031e-07,2
-39.0511431457,92.28515625,-2.0686e-05,0
-85.3463598168,161.499023438,0.0002302379,0
-58.9698214201,92.28515625,-5.70190593407e-07,0
-178.587482602,143.5546875,-6.03650676112e-08,2
-109.798479244,129.19921875,-2.4835600243e-08,0
-135.117107899,112.347146739,-1.64397515618e-05,2
-73.4718957412,135.999177632,-9.37919503485e-06,0
-157.684877093,143.5546875,-7.96143169168e-08,2
-115.496487548,99.3840144231,1.04732657746e-06,0
-154.456236539,95.703125,-1.84430996342e-06,2
-89.7903479196,129.19921875,-0.0005636903,0
-84.3836857051,143.5546875,-9.21584978641e-06,0
-130.981526397,95.703125,-0.0006553392,0
-204.668882115,129.19921875,-4.14375591617e-07,2
-120.439371156,92.28515625,-2.02733374977e-07,0
-167.060888892,135.999177632,7.57460156819e-06,2
-193.257564751,135.999177632,-2.27315339885e-08,2
-123.805389375,99.3840144231,7.209659816e-05,0
-131.587623433,151.999080882,1.47383752847e-06,0
-3.8013909795,123.046875,1.98185553018e-05,0
-212.45420349,89.1029094828,5.92083015363e-05,2
-177.572614879,95.703125,-6.20780895133e-07,2
-127.106568321,89.1029094828,-4.7792713076e-07,0
-136.276360617,129.19921875,0.0001228847,2
-129.297290166,129.19921875,-1.68859025962e-06,0
-235.853181523,172.265625,-1.81231783358e-07,2
-130.531186821,95.703125,-4.65343276801e-07,0
-241.176520892,161.499023438,-1.57275769652e-06,2
-58.3129750397,129.19921875,-0.0005528941,0
-85.998311746,117.453835227,-1.6583175011e-07,0
-211.093929515,151.999080882,2.35646257352e-06,2
-137.293869913,129.19921875,-7.87594331086e-07,2
-118.839699299,99.3840144231,-1.6909905753e-05,0
-188.93644353,123.046875,-1.71542851035e-08,2
-123.513035496,135.999177632,-1.05693889054e-05,0
-145.809169933,123.046875,6.01091551289e-06,2
-218.589473025,129.19921875,-8.36313745367e-07,2
-92.6549500828,172.265625,-1.01034061117e-06,0
-100.873288156,95.703125,-1.545e-06,0
-138.01521906,112.347146739,-6.9085240284e-06,2
-152.443630916,112.347146739,-3.10461700792e-06,2
-195.140942798,107.666015625,0.0018781677,2
-157.387801232,95.703125,-2.87537972099e-07,2
-160.715887256,123.046875,-1.92647434005e-07,2
-120.453163085,112.347146739,-0.001579282,0
-150.160147447,92.28515625,-2.14529472942e-06,2
-110.870512604,99.3840144231,-4.46420109768e-08,0
-81.4807364697,103.359375,-1.07e-07,0
-167.558710105,161.499023438,-1.16420660561e-05,2
-97.350176278,143.5546875,-2.11542982242e-07,0
-169.799956819,117.453835227,9.24797660673e-08,2
-172.446476528,99.3840144231,6.24692859219e-07,2
